id,recipient,jurisdiction,state,ein,type,amount,fips_code,fips
820,"EDGECOMBE COUNTY
PO BOCX 10
TARBORO, NC 27886",Edgecombe,NC,56-6000298,COUNTY GOVERNMENT,20224,NA,37065 
821,"COUNTY OF HARNETT
P.O. BOX 760
LILLINGTON, NC 27546",Harnett,NC,56-6000306,COUNTY GOVERNMENT,79173,NA,37085 
822,"COUNTY OF HOKE
227 N. MAIN ST.
RAEFORD, NC 28376",Hoke,NC,56-6001525,COUNTY GOVERNMENT,49049,NA,37093 
823,"IREDELL COUNTY
PO BOX 788
STATESVILLE, NC 28687",Iredell,NC,56-6000309,COUNTY GOVERNMENT,96648,NA,37097 
824,"JACKSON COUNTY
208 MAIN STREET
NEWPORT, AR 72112",Jackson,NC,71-6014763,COUNTY GOVERNMENT,46401,NA,37099 
825,"JOHNSTON COUNTY BOARD OF ELECTIONS							
PO BOX 1172							
SMITHFIELD, NC 27577",Johnston,NC,56-6000311,COUNTY GOVERNMENT,112055,NA,37101 
826,"JONES COUNTY							
418 HWY 58 N, UNIT A							
TRENTON, NC 28585",Jones,NC,56-6000312,COUNTY GOVERNMENT,8311,NA,37103 
827,"LEE COUNTY
933 AVENUE H
FORT MADISON, IA 52627",Lee,NC,NA,COUNTY GOVERNMENT,40065,NA,37105 
828,"LENOIR COUNTY ELECTIONS
110C S. HERRITAGE ST
KINSTON, NC 28501",Lenoir,NC,NA,COUNTY GOVERNMENT,60088,NA,37107 
829,"MCDOWELL COUNTY BOARD OF ELECTIONS
PO BOX 1509
MARION, NC 28752",McDowell,NC,56-6000318,COUNTY GOVERNMENT,24080,NA,37111 
830,"MITCHELL COUNTY BOARD OF ELECTIONS
26 CRIMSON LAUREL CIRCLE
BAKERSVILLE, NC 28705",Mitchell,NC,56-6000320,COUNTY GOVERNMENT,7275,NA,37121 
831,"NORTH CAROLINA DEPARTMENT OF STATE
TREASURER - PO BOX 27255 -
RALEIGH, NC 27611",North Carolina Department of State,NC,NA,COUNTY GOVERNMENT,4274785,NA,NA
832,"ORANGE COUNTY BOARD OF ELECTIONS
PO BOX 220
HILLSBOROUGH, NC 27278",Orange,NC,56-6000327,COUNTY GOVERNMENT,291256,NA,37135 
833,"PAMLICO COUNTY
PO BOX 464
BAYBORO, NC 28515",Pamlico,NC,56-6000949,COUNTY GOVERNMENT,8448,NA,37137 
834,"RANDOLPH COUNTY BOARD OF ELECTIONS							
1457 N. FAYETTEVILLE STREET							
ASHEBORO, NC 27350",Randolph,NC,56-6001526,COUNTY GOVERNMENT,81964,NA,37151 
835,"COUNT OF STANLY							
PO BOX 1309							
ALBEMARLE, NC 28002",Stanly,NC,56-6001537,COUNTY GOVERNMENT,32270,NA,37167 
836,"JUDY ALLMAN SWAIN COUNTY BOARD OF
ELECTIONS - PO BOX 133 - BRYSON
CITIY, NC 28713",Swain,NC,NA,COUNTY GOVERNMENT,9725,NA,37173 
837,"COUNTY OF UNION
500 N MAIN STREET, SUITE 714
MONROE, NC 28112",Union,NC,56-6000345,COUNTY GOVERNMENT,101756,NA,37179 
838,"WARREN COUNTY
301 N BUXTON ST
INDIANOLA, IA 50125",Warren,NC?,NA,COUNTY GOVERNMENT,8702,NA,NA
839,"WATAUGA COUNTY
814 WEST KING STREET; ROOM 216
BOONE, NC 28607",Watauga,NC,56-6001816,COUNTY GOVERNMENT,33739,NA,37189 
840,"WILKES COUNTY
110 NORTH ST.
WILKESBORO, NC 28697",Wilkes,NC,56-6000350,COUNTY GOVERNMENT,36449,NA,37193 
841,"YANCEY COUNTY BOARD OF ELECTIONS
OFFICE - PO BOX 763 - BURNSVILLE,
NC 28714",Yancey,NC,56-6000453,COUNTY GOVERNMENT,8292,NA,37199 
842,"BARNES COUNTY
230 4TH ST NW ROOM 202
VALLEY CITY, ND 58072",Barnes,ND,45-6002198,COUNTY GOVERNMENT,5223,NA,38003 
843,"BENSON COUNTY							
PO BOX 206							
MINNEWAUKAN, ND 58351",Benson,ND,45-6002199,COUNTY GOVERNMENT,6698,NA,38005 
844,"BURLEIGH COUNTY AUDITOR							
PO BOX 5518							
BISMARCK, ND 58506",Burleigh,ND,45-6002204,COUNTY GOVERNMENT,41406,NA,38015 
845,"CASS COUNTY GOVERNMENT
211 9TH ST S
FARGO, ND 58103",Cass,ND,45-6002205,COUNTY GOVERNMENT,87150,NA,38017 
846,"GRAND FORKS COUNTY
PO BOX 5726
GRAND FORKS, ND 58206",Grand Forks,ND,45-6002215,COUNTY GOVERNMENT,37762,NA,38035 
847,"MCKENZIE COUNTY
AUDITOR/TREASURER'S OFFICE - 201
5TH ST NW SUITE 543 - WATFORD
CITY, ND 58854",McKenzie,ND,45-6002224,COUNTY GOVERNMENT,6036,NA,38053 
848,"MORTON COUNTY
210 2ND AVE NW
MANDAN, ND 58554",Morton,ND,45-6002226,COUNTY GOVERNMENT,11473,NA,38059 
849,"MOUNTRAIL COUNTY
PO BOX 69
STANLEY, ND 58784",Mountrail,ND,45-6002227,COUNTY GOVERNMENT,6318,NA,38061 
850,"RAMSEY COUNTY
524 4TH AVE NE UNIT 6
DEVILS LAKE, ND 58301",Ramsey,ND,45-6002233,COUNTY GOVERNMENT,6213,NA,38071 
851,"RICHLAND COUNTY
103 WEST MAIN ST.
OLNEY, IL 62450",Richland,ND?,NA,COUNTY GOVERNMENT,6370,NA,NA
852,"ROLETTE COUNTY							
PO BOX 939							
ROLLA, ND 58367",Rolette,ND,45-6002237,COUNTY GOVERNMENT,15906,NA,38079 
853,"DICKINSON							
51 3RD ST E							
DICKINSON, ND 58601",Dickinson,ND,45-6002242,COUNTY GOVERNMENT,13116,NA,NA
854,"STUTSMAN COUNTY AUDITOR
511 2ND AVE SE STE 102
JAMESTOWN, ND 58401",Stutsman,ND,45-6002244,COUNTY GOVERNMENT,9918,NA,38093 
855,"WILLIAMS COUNTY
PO BOX 2047 WILLISTON ND 58802-204
WILLISTON, ND 58801",Williams,ND,45-6002250,COUNTY GOVERNMENT,13833,NA,38105 
856,"ASHLAND COUNTY
142 W. SECOND ST.
ASHLAND, OH 44805",Ashland,OH,34-6000122,COUNTY GOVERNMENT,20273,NA,39005 
857,"ASHTABULA COUNTY BOARD OF
ELECTIONS - 8 WEST WALNUT STREET -
JEFFERSON, OH 44047",Ashtabula,OH,34-6000128,COUNTY GOVERNMENT,64715,NA,39007 
858,"AUGLAIZE COUNTY
209 S. BLACKHOOF ST.
WAPAKONETA, OH 45895",Auglaize,OH,34-6400073,COUNTY GOVERNMENT,13820,NA,39011 
859,"BROWN COUNTY BOARD OF ELECTIONS
800 MT. ORAB PIKE
GEORGETOWN, OH 45121",Brown,OH,31-6000066,COUNTY GOVERNMENT,16828,NA,39015 
860,"BUTLER COUNTY BOARD OF ELECTIONS
1802 PRINCETON RD. STE. 600
HAMILTON, OH 45011",Butler,OH,31-6000061,COUNTY GOVERNMENT,441328,NA,39017 
861,"CARROLL COUNTY BOARD OF ELECTIONS							
119 S LISBON ST STE 102							
CARROLLTON, OH 44615",Carroll,OH,34-6000519,COUNTY GOVERNMENT,24689,NA,39019 
862,"CHAMPAIGN COUNTY BOARD OF							
ELECTIONS - 1512 S US HWY 68 -							
URBANA, OH 43078",Champaign,OH,34-6400283,COUNTY GOVERNMENT,17928,NA,39021 
863,"CLARK COUNTY BOARD OF ELECTIONS
PO BOX 1766
SPRINGFIELD, OH 45501",Clark,OH,31-6000132,COUNTY GOVERNMENT,72678,NA,39023 
864,"CLERMONT COUNTY TREASURER
76 S. RIVERSIDE DRIVE
BATAVIA, OH 45103",Clermont,OH,31-6000067,COUNTY GOVERNMENT,75423,NA,39025 
865,"CLINTON COUNTY BOARD OF ELECTIONS
137 MARGARET ST.,  SUITE 104
PLATTSBURGH, NY 12901",Clinton,NY?,14-6002565,COUNTY GOVERNMENT,64403,NA,NA
866,"CUYAHOGA COUNTY BOARD OF ELECTIONS
2925 EUCLID AVENUE
CLEVELAND, OH 44115",Cuyahoga,OH,34-6000817,COUNTY GOVERNMENT,1232904,NA,39035 
867,"GREENVILLE
300 GARST AVE STE 7
GREENVILLE, OH 45331",Greenville,OH,34-6400361,COUNTY GOVERNMENT,19625,NA,NA
868,"FAIRFILED COUNTY TREASURER
143 W MAIN ST
LANCASTER, OH 43130",Fairfield,OH,31-6400066,COUNTY GOVERNMENT,67212,NA,39045 
869,"FRANKLIN COUNTY BOARD OF ELECTIONS
1700 MORSE RD COLUMBUS
COLUMBUS, OH 43229",Franklin,OH,31-6400067,COUNTY GOVERNMENT,979188,NA,39049 
870,"FULTON COUNTY BOARD OF ELECTIONS							
135 COURTHOUSE PLAZA							
WAUSEON, OH 43567",Fulton,OH,34-6400540,COUNTY GOVERNMENT,19023,NA,39051 
871,"CHARDON							
470 CENTER ST.							
CHARDON, OH 44024",Chardon,OH,34-6001208,COUNTY GOVERNMENT,28300,NA,NA
872,"GREENE COUNTY BOARD OF ELECTIONS
551 LEDBETTER ROAD
XENIA, OH 45385",Greene,OH,31-6000271,COUNTY GOVERNMENT,88536,NA,39057 
873,"HAMILTON COUNTY - BOARD OF
ELECTIONS - 4700 SMITH ROAD -
CINCINNATI, OH 45212",Hamilton,OH,31-6000063,COUNTY GOVERNMENT,1375955,NA,39061 
874,"HANCOCK COUNTY BOARD OF ELECTIONS
201 EAST LINCOLN STREET, REAR
FINDLAY, OH 45840",Hancock,OH,34-6400608,COUNTY GOVERNMENT,37098,NA,39063 
875,"HOCKING COUNTY
108 W. MAIN ST.
LOGAN, OH 43138",Hocking,OH,31-6400070,COUNTY GOVERNMENT,10948,NA,39073 
876,"TREASURER OF JEFFERSON COUNTY
500 MARKET STREET
STEUBENVILLE, OH 43952",Jefferson,OH,34-6001501,COUNTY GOVERNMENT,32460,NA,39081 
877,"LICKING COUNTY - BOARD OF
ELECTIONS - 20 SOUTH SECOND STREET
- NEWARK, OH 43055",Licking,OH,31-6400074,COUNTY GOVERNMENT,76890,NA,39089 
878,"LORAIN COUNTY BOARD OF ELECTIONS
1985 NORTH RIDGE RD.
EAST LORRAINE, OH 44055",Lorain,OH,34-6001704,COUNTY GOVERNMENT,435248,NA,39093 
879,"LUCAS COUNTY BOARD OF ELECTION							
1 GOVERNMENT CENTER PLACE							
TOLEDO, OH 43604",Lucas,OH,34-6400806,COUNTY GOVERNMENT,544624,NA,39095 
880,"MADISON COUNTY BOARD OF ELECTIONS							
1423 STATE ROUTE 38 SE							
LONDON, OH 43140",Madison,OH,31-6400075,COUNTY GOVERNMENT,23811,NA,39097 
881,"MAHONING COUNTY BOARD OF ELECTIONS
345 OAK HILL AVE.
YOUNGSTOWN, OH 44502",Mahoning,OH,34-6001777,COUNTY GOVERNMENT,784567,NA,39099 
882,"MARION COUNTY BOARD OF ELECTIONS
222 W CENTER ST
MARION, OH 43302",Marion,OH,31-6400076,COUNTY GOVERNMENT,35928,NA,39101 
883,"MEDINA COUNTY
PO BOX 506
MEDINA, OH 44258",Medina,OH,34-6001851,COUNTY GOVERNMENT,66545,NA,39103 
884,"MERCER COUNTY BOARD OF ELECTIONS
101 N. MAIN ST.
CELINA, OH 45822",Mercer,OH,34-6400877,COUNTY GOVERNMENT,12094,NA,39107 
885,"MIAMI COUNTY TREASURER
201 W MAIN ST.
TROY, OH 45373",Miami,OH,31-6000055,COUNTY GOVERNMENT,39523,NA,39109 
886,"MONTGOMERY COUNTY
101 SOUTH LAWRENCE STREET
MONTGOMERY, AL 36104",Montgomery,OH?,63-6001653,COUNTY GOVERNMENT,572840,NA,NA
887,"MUSKINGUM COUNTY BOARD OF
ELECTIONS - 627 MARKET ST -
ZANESVILLE, OH 43701",Muskingum,OH,31-6400080,COUNTY GOVERNMENT,39276,NA,39119 
888,"OTTAWA COUNTY BOARD OF ELECTIONS							
8444 W STATE ROUTE 163							
OAK HARBOR, OH 43449",Ottawa,OH,34-6401025,COUNTY GOVERNMENT,19749,NA,39123 
889,"PERRY COUNTY BOARD OF ELECTION							
200 S. JACKSON ST							
NEW LEXINGTON, OH 43764",Perry,OH,31-6400082,COUNTY GOVERNMENT,13573,NA,39127 
890,"WAVERLY
230 WAVERLY PLAZA SUITE 1100
WAVERLY, OH 45690",Waverly,OH,31-6400084,COUNTY GOVERNMENT,10708,NA,NA
891,"PREBLE COUNTY BOARD OF ELECTIONS
101 E. MAIN ST., SUITE 105
EATON, OH 45320",Preble,OH,31-6000062,COUNTY GOVERNMENT,15843,NA,39135 
892,"RICHLAND COUNTY BOARD OF ELECTIONS
1495 W. LONGVIEW AVE. SUITE 101
MANSFIELD, OH 44906",Richland,OH,34-6002296,COUNTY GOVERNMENT,61700,NA,39139 
893,"SANDUSKY COUNTY COMMISSIONERS
622 CROGHAN STREET
FREMONT, OH 43420",Sandusky,OH,34-6401312,COUNTY GOVERNMENT,31945,NA,39143 
894,"SENECA COUNTY BOARD OF ELECTIONS
71 S. WASHINGTON ST. SUITE 1101
TIFFIN, OH 44883",Seneca,OH,34-6401331,COUNTY GOVERNMENT,29862,NA,39147 
895,"SHELBY COUNTY BOARD OF ELECTIONS
230 EAST COURT STREET
SIDNEY, OH 45365",Shelby,OH,34-6401342,COUNTY GOVERNMENT,17878,NA,39149 
896,"STARK COUNTY BOARD OF ELECTIONS
3525 REGENT AVE NE
CANTON, OH 44705",Stark,OH,34-6002718,COUNTY GOVERNMENT,452493,NA,39151 
897,"TUSCARAWAS COUNTY BOARD OF							
ELECTIONS - 101 EAST HIGH AVENUE -							
NEW PHILADELPHIA, OH 44663",Tuscarawas,OH,34-6002853,COUNTY GOVERNMENT,42291,NA,39157 
898,"UNION COUNTY BOARD OF ELECTIONS							
835 EAST 5TH ST.							
MARYSVILLE, OH 43040",Union,OH,31-6400087,COUNTY GOVERNMENT,54714,NA,39159 
899,"WARREN COUNTY TREASURER
1340 STATE ROUTE 9
LAKE GEORGE, NY 12845",Warren,NY?,14-6002576,COUNTY GOVERNMENT,329533,NA,NA
900,"WOOD COUNTY BOARD OF ELECTIONS
1 COURTHOUSE SQUARE, SUITE 101
BOWLING GREEN, OH 43402",Wood,OH,34-6401607,COUNTY GOVERNMENT,70459,NA,39173 
901,"ADAIR COUNTY ELECTION BOARD
501 S. 2ND ST.
STILWELL, OK 74960",Adair,OK,73-6006341,COUNTY GOVERNMENT,40000,NA,40001 
902,"ATOKA COUNTY ELECTION BOARD
200 E. COURT STREET
ATOKA, OK 74525",Atoka,OK,73-6006343,COUNTY GOVERNMENT,10051,NA,40005 
903,"BECKHAM COUNTY ELECTION BOARD
PO BOX 600
SAYRE, OK 73662",Beckham,OK,73-6006345,COUNTY GOVERNMENT,13560,NA,40009 
904,"BLAINE COUNTY ELECTION BOARD
212 N. WEIGLE
WATONGA, OK 73772",Blaine,OK,73-6006346,COUNTY GOVERNMENT,5784,NA,40011 
905,"CADDO COUNTY ELECTION BOARD
110 SW 2 ST, STE. 112
ANADARKO, OK 73005",Caddo,OK,73-6006348,COUNTY GOVERNMENT,49892,NA,40015 
906,"CANADIAN COUNTY ELECTION BOARD							
P.O. BOX 307							
EL RENO, OK 73036",Canadian,OK,73-6006349,COUNTY GOVERNMENT,64191,NA,40017 
907,"CHEROKEE COUNTY ELECTION BOARD							
914 S. COLLEGE							
TAHLEQUAH, OK 74464",Cherokee,OK,73-6006351,COUNTY GOVERNMENT,259268,NA,40021 
908,"CLEVELAND COUNTY ELECTION BOARD
201 S JONES, STE 100
NORMAN, OK 73069",Cleveland,OK,73-6006354,COUNTY GOVERNMENT,162340,NA,40027 
909,"COMANCHE COUNTY ELECTION BOARD
315 SW 5TH ROOM 206
LAWTON, OK 73501",Comanche,OK,73-6006356,COUNTY GOVERNMENT,91496,NA,40031 
910,"CRAIG COUNTY ELECTION BOARD
210 W. DELAWARE AVENUE, STE 108
VINITA, OK 74301",Craig,OK,73-6006358,COUNTY GOVERNMENT,10157,NA,40035 
911,"DELAWARE COUNTY ELECTION BOARD
PO BOX 589
JAY, OK 74346",Delaware,OK,73-6006364,COUNTY GOVERNMENT,29016,NA,40041 
912,"GARFIELD COUNTY ELECTION BOARD
PO BOX 489   114 W BROADWAY
ENID, OK 73702",Garfield,OK,73-6006367,COUNTY GOVERNMENT,31153,NA,40047 
913,"HASKELL COUNTY ELECTION BOARD
202 E. MAIN ST., SUITE 1
STIGLER, OK 74462",Haskell,OK,73-4083158,COUNTY GOVERNMENT,7648,NA,40061 
914,"HUGHES COUNTY ELECTION BOARD
200 N. BROADWAY SUITE # 3
HOLDENVILLE, OK 74848",Hughes,OK,73-6006375,COUNTY GOVERNMENT,11282,NA,40063 
915,"JACKSON COUNTY ELECTION BOARD							
101 N. MAIN ST.							
ALTUS, OK 73521",Jackson,OK,73-6006376,COUNTY GOVERNMENT,16416,NA,40065 
916,"KINGFISHER COUNTY ELECTION BOARD							
101 S. MAIN ST. #8							
KINGFISHER, OK 73750",Kingfisher,OK,73-6006380,COUNTY GOVERNMENT,8360,NA,40073 
917,"KIOWA COUNTY ELECTION BOARD
P.O. BOX 31
HOBART, OK 73651",Kiowa,OK,73-6006381,COUNTY GOVERNMENT,6622,NA,40075 
918,"LEFLORE COUNTY ELECTION BOARD
P.O. BOX 249
POTEAU, OK 74953",LeFlore,OK,73-6006384,COUNTY GOVERNMENT,34777,NA,NA
919,"LINCOLN COUNTY ELECTION BOARD
PO BOX 97
CHANDLER, OK 74834",Lincoln,OK,73-6006385,COUNTY GOVERNMENT,18179,NA,40081 
920,"LOGAN COUNTY
601 BROADWAY STREET
LINCOLN, IL 62656",Logan,OK,NA,COUNTY GOVERNMENT,27156,NA,40083 
921,"MARSHALL COUNTY ELECTION BOARD
P.O. BOX 9
MADILL, OK 73446",Marshall,OK,73-6006389,COUNTY GOVERNMENT,10332,NA,40095 
922,"MCCLAIN COUNTY
PO BOX 629
PURCELL, OK 73080",McClain,OK,73-6006391,COUNTY GOVERNMENT,12163,NA,40087 
923,"MCCURTAIN COUNTY ELECTION BOARD
104 NORTH CENTRAL AVE
IDABEL, OK 74745",McCurtain,OK,73-6006392,COUNTY GOVERNMENT,25379,NA,40089 
924,"MURRAY COUNTY ELECTION BOARD							
P.O. BOX 556							
SULPHUR, OK 73086",Murray,OK,73-6006394,COUNTY GOVERNMENT,8318,NA,40099 
925,"NOBLE COUNTY							
300 COURTHOUSE DRIVE #2							
PERRY, OK 7307",Noble,OK,73-6006397,COUNTY GOVERNMENT,5915,NA,40103 
926,"OKFUSKEE COUNTY ELECTION BOARD
P.O. BOX 308
OKEMAH, OK 74859",Okfuskee,OK,73-6006399,COUNTY GOVERNMENT,9734,NA,40107 
927,"OKLAHOMA COUNTY BOARD OF COUNTY
COMMISSIONERS - 320 ROBERT S.
KERR, SUITE 203  - OKLAHOMA CITY,
OK 73102",Oklahoma,OK,73-6006400,COUNTY GOVERNMENT,517475,NA,40109 
928,"POTTAWATOMIE COUNTY ELECTION BOARD
325 NORTH BROADWAY, SUITE 203
SHAWNEE, OK 74801",Pottawatomie,OK,73-6006409,COUNTY GOVERNMENT,42804,NA,40125 
929,"PUSHMATAHA COUNTY ELECTION BOARD
204 SW 4TH STREET
ANTLERS, OK 74523",Pushmataha,OK,73-6006411,COUNTY GOVERNMENT,6884,NA,40127 
930,"ROGERS COUNTY ELECTION BOARD
415 WEST 1ST
CLAREMORE, OK 74017",Rogers,OK,73-6006412,COUNTY GOVERNMENT,46774,NA,40131 
931,"SEQUOYAH COUNTY
120 E. CHICKASAW
SALLISAW, OK 74955",Sequoyah,OK,73-6006415,COUNTY GOVERNMENT,32608,NA,40135 
932,"TULSA COUNTY ELECTION BOARD
555 N. DENVER AVE
TULSA, OK 74103",Tulsa,OK,73-6006419,COUNTY GOVERNMENT,890921,NA,40143 
933,"WOODWARD COUNTY							
1600 MAIN ST. STE 10							
WOODWARD, OK 73801",Woodward,OK,73-6006425,COUNTY GOVERNMENT,10556,NA,40153 
934,"BENTON COUNTY OREGON							
PO BOX 964							
CORVALLIS, OR 97339",Benton,OR,93-6002285,COUNTY GOVERNMENT,47236,NA,41003 
935,"CLACKAMAS COUNTY
2051 KAEN ROAD
OREGON CITY, OR 97045",Clackamas,OR,93-6002286,COUNTY GOVERNMENT,150000,NA,41005 
936,"CLATSOP COUNTY CLERK & ELECTIONS
820 EXCHANGE ST.
ASTORIA, OR 97103",Clatsop,OR,93-6002287,COUNTY GOVERNMENT,20304,NA,41007 
937,"COLUMBIA COUNTY ELECTIONS
230 STRAND ST
ST HELENS, OR 97051",Columbia,OR,93-6002288,COUNTY GOVERNMENT,24253,NA,41009 
938,"CROOK COUNTY
200 NE SECOND STREET
PRINEVILLE, OR 97754",Crook,OR,93-6002290,COUNTY GOVERNMENT,11844,NA,41013 
939,"CURRY COUNTY ELECTIONS
94235 MOORE STREET, SUITE 212
GOLD BEACH, OR 97444",Curry,OR,93-6002291,COUNTY GOVERNMENT,13038,NA,41015 
940,"ROSEBURG
PO BOX 10
ROSEBURG, OR 97470",Douglas,OR,93-6002293,COUNTY GOVERNMENT,37919,NA,41019 
941,"HOOD RIVER COUNTY
601 STATE STREET
HOOD RIVER, OR 97031",Hood River,OR,93-6002297,COUNTY GOVERNMENT,11632,NA,41027 
942,"JACKSON COUNTY CLERK							
10 S OAKDALE							
MEDFORD, OR 97501",Jackson,OR,NA,COUNTY GOVERNMENT,111846,NA,41029 
943,"MADRAS							
66 SE D STREET, SUITE C							
MADRAS, OR 97741",Jefferson,OR,NA,COUNTY GOVERNMENT,11637,NA,41031 
944,"JOSEPHINE COUNTY CLERK
500 NW 6TH ST DEPT 11
GRANTS PASS, OR 97526",Josephine,OR,93-6002300,COUNTY GOVERNMENT,46267,NA,41033 
945,"LANE COUNTY ELECTIONS
800 WILLAMETTE ST., STE 100
EUGENE, OR 97401",Lane,OR,93-6002303,COUNTY GOVERNMENT,195587,NA,41039 
946,"LINN COUNTY
300 SW 4TH AVE
ALBANY, OR 97321",Linn,OR,93-6002305,COUNTY GOVERNMENT,32446,NA,41043 
947,"MARION COUNTY CLERK'S OFFICE
PO BOX 14500
SALEM, OR 97309",Marion,OR,93-6002307,COUNTY GOVERNMENT,195075,NA,41047 
948,"MULTNOMAH COUNTY
501 SE HAWTHORNE BLVD. STE 531
PORTLAND, OR 97214",Multnomah,OR,93-6002309,COUNTY GOVERNMENT,513716,NA,41051 
949,"POLK COUNTY TREASURER
850 MAIN STREET
DALLAS, OR 97338",Polk,OR,93-6002310,COUNTY GOVERNMENT,30000,NA,41053 
950,"UMATILLA COUNTY
216 SE 4TH STREET
PENDLETON, OR 97801",Umatilla,OR,93-6001993,COUNTY GOVERNMENT,46134,NA,41059 
951,"UNION COUNTY							
300 N PINE ST							
CRESTON, IA 50801",Union,OR?,NA,COUNTY GOVERNMENT,13661,NA,NA
952,"WASCO COUNTY							
511 WASHINGTON STREET							
THE DALLES, OR 97058",Wasco,OR,93-6002315,COUNTY GOVERNMENT,14776,NA,41065 
953,"YAMHILL COUNTY CLERK
414 NE EVANS STREET
MCMINNVILLE, OR 97128",Yamhill,OR,93-6002318,COUNTY GOVERNMENT,58436,NA,41071 
954,"ALLEGHENY COUNTY
436 GRANT STREET
PITTSBURGH, PA 15219",Allegheny,PA,25-6001017,COUNTY GOVERNMENT,2052251,NA,42003 
955,"ARMSTRONG COUNTY
450 EAST MARKET STREET
KITTANNING, PA 16201",Armstrong,PA,23-6001018,COUNTY GOVERNMENT,27078,NA,42005 
956,"BERKS COUNTY
633 COURT STREET, 13TH FLOOR
READING, PA 19601",Berks,PA,23-6003049,COUNTY GOVERNMENT,470929,NA,42011 
957,"COUNTY OF CENTRE
420 HOLMES STREET
BELLEFONTE, PA 16823",Centre,PA,24-6000724,COUNTY GOVERNMENT,863829,NA,42027 
958,"COUNTY OF CHESTER
601 WESTTOWN RD
WEST CHESTER, PA 19380",Chester,PA,23-6003040,COUNTY GOVERNMENT,2558080,NA,42029 
959,"COUNTY OF DAUPHIN
2 SOUTH SECOND STREET, 4TH FLOOR
HARRISBURG, , PA 17402",Dauphin,PA,23-6003043,COUNTY GOVERNMENT,482165,NA,42043 
960,"DELAWARE CITY							
201 W. FRONT STREET							
MEDIA, PA 19063",Delaware,PA,NA,COUNTY GOVERNMENT,2172858,NA,42045 
961,"PENNSYLVANIA DEPARTMENT OF STATE							
308 NORTH OFFICE BUILDING 401 NORT							
HARRISBURG, PA 17120",Pennsylvania Department of State,PA,23-6003081,TATE GOVERNMENT,2440000,NA,NA
962,"COUNTY OF ERIE
140 WEST 6TH STREET ROOM 505
ERIE, PA 16501",Erie,PA,25-6001027,COUNTY GOVERNMENT,148729,NA,42049 
963,"JUNIATA COUNTY
26 MAIN STREET
MIFFLINTOWN, PA 17059",Juniata,PA,23-6003035,COUNTY GOVERNMENT,11364,NA,42067 
964,"COUNTY OF LANCASTER
150 N QUEEN ST
LANCASTER, PA 17603",Lancaster,PA,23-6003055,COUNTY GOVERNMENT,525082,NA,42071 
965,"COUNTY OF LEHIGH
17 SOUTH 7TH STREET
ALLENTOWN, PA 18018",Lehigh,PA,23-1663078,COUNTY GOVERNMENT,762635,NA,42077 
966,"LUZERNE COUNTY
200 NORTH RIVER STREET
WILKES-BARRE, PA 18711",Luzerne,PA,24-6000731,COUNTY GOVERNMENT,173236,NA,42079 
967,"COUNTY OF MERCER
208 COURT HOUSE
MERCER, PA 16137",Mercer,PA,25-6001038,COUNTY GOVERNMENT,54414,NA,42085 
968,"MIFFLIN COUNTY
20 NORTH WAYNE STREET
LEWISTOWN, PA 17044",Mifflin,PA,23-6003033,COUNTY GOVERNMENT,17930,NA,42087 
969,"COUNTY OF MONROE							
1 QUAKER PLAZA, ROOM 204			
STROUDSBURG, PA 18360",Monroe,PA,24-6000734,COUNTY GOVERNMENT,113634,NA,42089 
970,"COUNTY OF MONTGOMERY							
P.O. BOX 311							
NORRISTOWN, PA 19404",Montgomery,PA,23-6003126,COUNTY GOVERNMENT,1167000,NA,42091 
971,"NORTHUMBERLAND COUNTY
320 N. 2ND ST SUITE 1
SUNBURY, PA 17801",Northumberland,PA,24-6000742,COUNTY GOVERNMENT,44811,NA,42097 
972,"CITY OF PHILADELPHIA
1401 JFK BLVD., ROOM 630
PHILADELPHIA, PA 19102",Philadelphia,PA,23-6003047,COUNTY GOVERNMENT,10516074,NA,42101 
973,"PIKE COUNTY COMMISSIONERS
506 BROAD STREET
MILFORD, PA 18337",Pike,PA,24-6000744,COUNTY GOVERNMENT,26070,NA,42103 
974,"COUNTY OF VENANGO
PO BOX831
FRANKLIN, PA 16323",Venango,PA,25-6001041,COUNTY GOVERNMENT,21218,NA,42121 
975,"WAYNE COUNTY COMMISSIONERS
925 COURT ST.
HONESDALE, PA 18431",Wayne,PA,24-6000758,COUNTY GOVERNMENT,40098,NA,42127 
976,"COUNTY OF YORK
28 EAST MARKET STREET
YORK, PA 17401",York,PA,23-6003050,COUNTY GOVERNMENT,321600,NA,42133 
977,"TOWN OF BURRILLVILLE
105HARRISVILLE MAIN STREET
HARRISVILLE, RI 02830",Burrillville,RI,05-6000048,LOCAL GOVERNMENT,7626,NA,NA
978,"CITY OF CENTRAL FALLS							
580 BROAD ST							
CENTRAL FALLS, RI 02863",Central Falls,RI,05-6000063,LOCAL GOVERNMENT,16595,NA,NA
979,"TOWN OF COVENTRY							
1712 MAIN ST.							
COVENTRY, CT 06238",Coventry,RI,NA,LOCAL GOVERNMENT,13990,NA,NA
980,"CITY OF CRANSTON BOARD OF
CANVASSERS - 869 PARK AVE -
CRANSTON, RI 02910",Cranston,RI,05-6000110,LOCAL GOVERNMENT,43313,NA,NA
981,"TOWN OF CUMBERLAND, RHODE ISLAND
1 CIRIZENS PLAZA
PROVIDENCE, RI 02903",Cumberland,RI,05-6000115,LOCAL GOVERNMENT,15654,NA,NA
