"countyfips"	"sort"	"popch2023"	"pop_pctch2023"	"nat2023"	"int_mig2023"	"dom_mig2023"	"STNAME"	"CTYNAME"	"ESTIMATESBASE2020"	"POPESTIMATE2023"	"bach19"	"bach22"	"pop25_19"	"pop25_22"	"cont_code"	"party"	"pctwon"	"RUCC_2023"	"RUCC23_desc"
"37043"	1914	780	"7"	-263	6	1044	"North Carolina"	"Clay County"	11084	11864	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"53055"	2983	780	"4"	-143	57	926	"Washington"	"San Juan County"	17786	18566	NA	NA	NA	NA	"6"	"DEMOCRATIC"	73.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"55095"	3098	780	"2"	-518	25	1280	"Wisconsin"	"Polk County"	44982	45762	NA	NA	NA	NA	"6"	"REPUBLICAN"	63	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"08067"	280	770	"1"	-68	66	720	"Colorado"	"La Plata County"	55637	56407	NA	NA	NA	NA	"5"	"DEMOCRATIC"	57.6	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"48035"	2543	764	"4"	-381	42	1113	"Texas"	"Bosque County"	18232	18996	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.8	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"16013"	560	763	"3"	118	435	231	"Idaho"	"Blaine County"	24278	25041	NA	NA	NA	NA	"5"	"DEMOCRATIC"	67.1	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"51015"	2830	762	"1"	-1299	110	1929	"Virginia"	"Augusta County"	77485	78247	11084	14068	57274	58343	"4"	"REPUBLICAN"	72.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"39097"	2094	759	"2"	-193	113	772	"Ohio"	"Madison County"	43843	44602	NA	NA	NA	NA	"2"	"REPUBLICAN"	69.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"45025"	2331	759	"2"	-514	167	1074	"South Carolina"	"Chesterfield County"	43272	44031	NA	NA	NA	NA	"6"	"REPUBLICAN"	59.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"49025"	2792	759	"10"	-12	0	773	"Utah"	"Kane County"	7666	8425	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"01067"	34	758	"4"	-323	0	1093	"Alabama"	"Henry County"	17141	17899	NA	NA	NA	NA	"4"	"REPUBLICAN"	71.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48287"	2669	757	"4"	-43	-6	790	"Texas"	"Lee County"	17483	18240	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21005"	998	750	"3"	-98	12	821	"Kentucky"	"Anderson County"	23863	24613	NA	NA	NA	NA	"5"	"REPUBLICAN"	72.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"55015"	3057	749	"1"	161	72	500	"Wisconsin"	"Calumet County"	52450	53199	NA	NA	NA	NA	"4"	"REPUBLICAN"	59	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"51011"	2828	748	"5"	5	13	723	"Virginia"	"Appomattox County"	16116	16864	NA	NA	NA	NA	"3"	"REPUBLICAN"	72.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"51079"	2861	747	"4"	30	23	706	"Virginia"	"Greene County"	20554	21301	NA	NA	NA	NA	"4"	"REPUBLICAN"	60.7	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"47087"	2474	746	"6"	-290	2	1034	"Tennessee"	"Jackson County"	11617	12363	NA	NA	NA	NA	"5"	"REPUBLICAN"	77.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"53031"	2971	743	"2"	-926	87	1644	"Washington"	"Jefferson County"	32971	33714	NA	NA	NA	NA	"6"	"DEMOCRATIC"	69.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21035"	1013	736	"2"	-489	78	1144	"Kentucky"	"Calloway County"	37544	38280	NA	NA	NA	NA	"5"	"REPUBLICAN"	65.1	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"05023"	124	735	"3"	-754	-7	1492	"Arkansas"	"Cleburne County"	24710	25445	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.5	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"04007"	101	732	"1"	-1686	-2	2427	"Arizona"	"Gila County"	53271	54003	NA	NA	NA	NA	"5"	"REPUBLICAN"	66.4	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"29009"	1490	732	"2"	-327	3	1040	"Missouri"	"Barry County"	34533	35265	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.7	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"42107"	2300	730	"1"	-2940	204	3456	"Pennsylvania"	"Schuylkill County"	143056	143786	17242	20420	104188	104585	"5"	"REPUBLICAN"	69.2	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"48347"	2699	729	"1"	325	93	285	"Texas"	"Nacogdoches County"	64646	65375	NA	NA	NA	NA	"5"	"REPUBLICAN"	64.9	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"48253"	2652	727	"4"	-341	15	1019	"Texas"	"Jones County"	19654	20381	NA	NA	NA	NA	"4"	"REPUBLICAN"	84	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"08093"	293	725	"4"	23	24	689	"Colorado"	"Park County"	17392	18117	NA	NA	NA	NA	"2"	"REPUBLICAN"	56.9	"1"	"Metro - Counties in metro areas of 1 million population or more"
"37149"	1967	725	"4"	-668	-3	1412	"North Carolina"	"Polk County"	19335	20060	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21097"	1044	723	"4"	-148	0	872	"Kentucky"	"Harrison County"	18692	19415	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.5	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"26089"	1278	719	"3"	-424	23	1134	"Michigan"	"Leelanau County"	22300	23019	NA	NA	NA	NA	"5"	"DEMOCRATIC"	52	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"29213"	1591	717	"1"	-589	-11	1284	"Missouri"	"Taney County"	56058	56775	NA	NA	NA	NA	"5"	"REPUBLICAN"	78	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"42037"	2265	717	"1"	-991	66	1599	"Pennsylvania"	"Columbia County"	64722	65439	NA	NA	NA	NA	"4"	"REPUBLICAN"	64.5	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"30067"	1634	713	"4"	-230	30	914	"Montana"	"Park County"	17190	17903	NA	NA	NA	NA	"6"	"REPUBLICAN"	52.1	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"13229"	502	710	"4"	-177	-3	888	"Georgia"	"Pierce County"	19715	20425	NA	NA	NA	NA	"5"	"REPUBLICAN"	87.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"12029"	336	709	"4"	-399	3	1111	"Florida"	"Dixie County"	16756	17465	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"13177"	477	708	"2"	23	56	616	"Georgia"	"Lee County"	33164	33872	NA	NA	NA	NA	"4"	"REPUBLICAN"	71.8	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"49029"	2794	706	"6"	221	9	486	"Utah"	"Morgan County"	12294	13000	NA	NA	NA	NA	"3"	"REPUBLICAN"	78.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"42025"	2259	705	"1"	-1178	52	1858	"Pennsylvania"	"Carbon County"	64753	65458	8988	9117	48384	48947	"3"	"REPUBLICAN"	65.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"29059"	1515	702	"4"	-233	30	907	"Missouri"	"Dallas County"	17066	17768	NA	NA	NA	NA	"3"	"REPUBLICAN"	81.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"22087"	1159	698	"2"	325	125	240	"Louisiana"	"St. Bernard Parish"	43765	44463	NA	NA	NA	NA	"2"	"REPUBLICAN"	63.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
"05135"	180	694	"4"	-426	1	1133	"Arkansas"	"Sharp County"	17274	17968	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"01019"	10	693	"3"	-645	35	1301	"Alabama"	"Cherokee County"	24973	25666	NA	NA	NA	NA	"6"	"REPUBLICAN"	86	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21027"	1009	689	"3"	-209	5	883	"Kentucky"	"Breckinridge County"	20435	21124	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.5	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21125"	1058	688	"1"	-568	32	1178	"Kentucky"	"Laurel County"	62608	63296	NA	NA	NA	NA	"5"	"REPUBLICAN"	82.7	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"01009"	5	686	"1"	-514	42	1109	"Alabama"	"Blount County"	59130	59816	NA	NA	NA	NA	"2"	"REPUBLICAN"	89.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"05089"	157	686	"4"	-558	-4	1246	"Arkansas"	"Marion County"	16828	17514	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"23021"	1190	685	"4"	-499	62	1136	"Maine"	"Piscataquis County"	16801	17486	NA	NA	NA	NA	"6"	"REPUBLICAN"	61.5	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"48425"	2738	683	"7"	-87	38	729	"Texas"	"Somervell County"	9205	9888	NA	NA	NA	NA	"2"	"REPUBLICAN"	83	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"08083"	288	682	"3"	-339	124	900	"Colorado"	"Montezuma County"	25849	26531	NA	NA	NA	NA	"6"	"REPUBLICAN"	60	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"51043"	2844	679	"5"	-97	7	757	"Virginia"	"Clarke County"	14787	15466	NA	NA	NA	NA	"2"	"REPUBLICAN"	55.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"34001"	1777	677	"0"	-1648	1902	374	"New Jersey"	"Atlantic County"	274536	275213	51781	62845	183492	193298	"3"	"DEMOCRATIC"	52.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"21081"	1036	674	"3"	153	2	513	"Kentucky"	"Grant County"	24945	25619	NA	NA	NA	NA	"2"	"REPUBLICAN"	78.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"47019"	2440	674	"1"	-1532	81	2048	"Tennessee"	"Carter County"	56348	57022	NA	NA	NA	NA	"4"	"REPUBLICAN"	80	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"37189"	1987	671	"1"	-473	90	1095	"North Carolina"	"Watauga County"	54077	54748	NA	NA	NA	NA	"5"	"DEMOCRATIC"	53.1	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"55017"	3058	670	"1"	-101	26	708	"Wisconsin"	"Chippewa County"	66300	66970	NA	NA	NA	NA	"4"	"REPUBLICAN"	59.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48059"	2555	669	"5"	-292	6	981	"Texas"	"Callahan County"	13705	14374	NA	NA	NA	NA	"4"	"REPUBLICAN"	88	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"40095"	2181	668	"4"	-164	93	733	"Oklahoma"	"Marshall County"	15302	15970	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"47169"	2515	662	"6"	-104	-5	731	"Tennessee"	"Trousdale County"	11609	12271	NA	NA	NA	NA	"2"	"REPUBLICAN"	73.4	"1"	"Metro - Counties in metro areas of 1 million population or more"
"50017"	2817	660	"2"	-176	43	793	"Vermont"	"Orange County"	29283	29943	NA	NA	NA	NA	"5"	"DEMOCRATIC"	56.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"40091"	2179	659	"3"	-691	1	1363	"Oklahoma"	"McIntosh County"	18944	19603	NA	NA	NA	NA	"6"	"REPUBLICAN"	74	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"12043"	343	658	"5"	-306	71	905	"Florida"	"Glades County"	12128	12786	NA	NA	NA	NA	"6"	"REPUBLICAN"	72.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"26137"	1302	658	"3"	-360	26	988	"Michigan"	"Otsego County"	25089	25747	NA	NA	NA	NA	"6"	"REPUBLICAN"	66.3	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"55097"	3099	653	"1"	-274	359	518	"Wisconsin"	"Portage County"	70371	71024	16327	14275	45971	45678	"5"	"DEMOCRATIC"	50.3	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"29067"	1519	652	"6"	-234	8	883	"Missouri"	"Douglas County"	11576	12228	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"39117"	2104	650	"2"	-78	2	718	"Ohio"	"Morrow County"	34945	35595	NA	NA	NA	NA	"2"	"REPUBLICAN"	76.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
"46029"	2378	650	"2"	85	83	465	"South Dakota"	"Codington County"	28321	28971	NA	NA	NA	NA	"5"	"REPUBLICAN"	68.1	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"37145"	1965	649	"2"	-381	25	985	"North Carolina"	"Person County"	39088	39737	NA	NA	NA	NA	"3"	"REPUBLICAN"	60.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"29161"	1566	648	"1"	-523	468	725	"Missouri"	"Phelps County"	44636	45284	NA	NA	NA	NA	"5"	"REPUBLICAN"	68.9	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"18107"	753	643	"2"	-181	49	761	"Indiana"	"Montgomery County"	37930	38573	NA	NA	NA	NA	"5"	"REPUBLICAN"	73.6	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"29105"	1538	643	"2"	-170	23	770	"Missouri"	"Laclede County"	36037	36680	NA	NA	NA	NA	"5"	"REPUBLICAN"	82	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"26085"	1276	636	"5"	-363	5	976	"Michigan"	"Lake County"	12098	12734	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"13111"	444	634	"3"	-842	-10	1529	"Georgia"	"Fannin County"	25321	25955	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.9	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21037"	1014	634	"1"	154	85	315	"Kentucky"	"Campbell County"	93068	93702	25965	26097	64791	66308	"2"	"REPUBLICAN"	58.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
"27017"	1325	634	"2"	-256	38	853	"Minnesota"	"Carlton County"	36191	36825	NA	NA	NA	NA	"3"	"DEMOCRATIC"	49.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"36075"	1868	634	"1"	-355	148	828	"New York"	"Oswego County"	117528	118162	17705	16678	79882	81457	"3"	"REPUBLICAN"	58.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"47053"	2457	634	"1"	-1003	57	1552	"Tennessee"	"Gibson County"	50411	51045	NA	NA	NA	NA	"6"	"REPUBLICAN"	72.8	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48455"	2753	626	"5"	-531	14	1155	"Texas"	"Trinity County"	13602	14228	NA	NA	NA	NA	"5"	"REPUBLICAN"	80.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"13149"	463	625	"5"	-157	0	781	"Georgia"	"Heard County"	11409	12034	NA	NA	NA	NA	"2"	"REPUBLICAN"	83.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"47159"	2510	625	"3"	-179	12	775	"Tennessee"	"Smith County"	19913	20538	NA	NA	NA	NA	"2"	"REPUBLICAN"	78.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"46019"	2373	619	"6"	51	-5	570	"South Dakota"	"Butte County"	10244	10863	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.7	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"48049"	2550	617	"2"	-657	78	1194	"Texas"	"Brown County"	38092	38709	NA	NA	NA	NA	"5"	"REPUBLICAN"	85.8	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"13169"	473	616	"2"	-369	1	972	"Georgia"	"Jones County"	28353	28969	NA	NA	NA	NA	"4"	"REPUBLICAN"	66.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"31019"	1666	613	"1"	584	100	-92	"Nebraska"	"Buffalo County"	50084	50697	NA	NA	NA	NA	"5"	"REPUBLICAN"	70.5	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"47025"	2443	613	"2"	-763	72	1255	"Tennessee"	"Claiborne County"	32041	32654	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"18073"	736	609	"2"	-124	9	722	"Indiana"	"Jasper County"	32926	33535	NA	NA	NA	NA	"2"	"REPUBLICAN"	73.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"38059"	2022	608	"2"	174	30	402	"North Dakota"	"Morton County"	33287	33895	NA	NA	NA	NA	"4"	"REPUBLICAN"	73.7	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"53059"	2985	607	"5"	-43	15	627	"Washington"	"Skamania County"	12033	12640	NA	NA	NA	NA	"2"	"REPUBLICAN"	53.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"29119"	1545	602	"3"	81	250	260	"Missouri"	"McDonald County"	23301	23903	NA	NA	NA	NA	"3"	"REPUBLICAN"	82.5	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"39083"	2087	599	"1"	-72	78	541	"Ohio"	"Knox County"	62721	63320	NA	NA	NA	NA	"5"	"REPUBLICAN"	71.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21213"	1102	594	"3"	-131	-15	722	"Kentucky"	"Simpson County"	19601	20195	NA	NA	NA	NA	"6"	"REPUBLICAN"	67.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"32007"	1753	593	"1"	480	14	86	"Nevada"	"Elko County"	53700	54293	NA	NA	NA	NA	"5"	"REPUBLICAN"	76.2	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"05065"	145	591	"4"	-442	-5	1062	"Arkansas"	"Izard County"	13578	14169	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"55127"	3114	591	"1"	-687	163	1057	"Wisconsin"	"Walworth County"	105231	105822	21416	23271	69576	70973	"5"	"REPUBLICAN"	58.8	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"26037"	1252	590	"1"	-189	132	639	"Michigan"	"Clinton County"	79130	79720	18592	17633	54934	55203	"3"	"REPUBLICAN"	52.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"40019"	2143	590	"1"	-582	163	986	"Oklahoma"	"Carter County"	48006	48596	NA	NA	NA	NA	"5"	"REPUBLICAN"	75.5	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"27079"	1356	588	"2"	83	97	406	"Minnesota"	"Le Sueur County"	28667	29255	NA	NA	NA	NA	"2"	"REPUBLICAN"	64.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"55105"	3103	588	"0"	-38	214	343	"Wisconsin"	"Rock County"	163690	164278	25749	27784	110935	113367	"4"	"DEMOCRATIC"	54.7	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"55073"	3086	586	"0"	60	441	70	"Wisconsin"	"Marathon County"	138026	138612	23360	28518	94762	97403	"4"	"REPUBLICAN"	58.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"41035"	2228	584	"1"	-878	-3	1488	"Oregon"	"Klamath County"	69419	70003	10495	9772	48479	49806	"5"	"REPUBLICAN"	68.9	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"48457"	2754	584	"3"	-573	27	1094	"Texas"	"Tyler County"	19798	20382	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"49035"	2797	583	"0"	22976	10528	-33299	"Utah"	"Salt Lake County"	1185230	1185813	276074	298703	740478	768693	"1"	"DEMOCRATIC"	53	"1"	"Metro - Counties in metro areas of 1 million population or more"
"54065"	3027	583	"3"	-382	-3	962	"West Virginia"	"Morgan County"	17066	17649	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"01029"	15	582	"4"	-207	-2	778	"Alabama"	"Cleburne County"	15057	15639	NA	NA	NA	NA	"6"	"REPUBLICAN"	89.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"35057"	1828	581	"4"	-233	9	819	"New Mexico"	"Torrance County"	15052	15633	NA	NA	NA	NA	"3"	"REPUBLICAN"	65.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"56013"	3128	580	"1"	-336	4	889	"Wyoming"	"Fremont County"	39235	39815	NA	NA	NA	NA	"5"	"REPUBLICAN"	65.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"27065"	1349	573	"4"	-168	0	739	"Minnesota"	"Kanabec County"	16029	16602	NA	NA	NA	NA	"6"	"REPUBLICAN"	67.9	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"30065"	1633	571	"12"	-146	-2	720	"Montana"	"Musselshell County"	4737	5308	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"13173"	475	569	"6"	71	163	341	"Georgia"	"Lanier County"	9883	10452	NA	NA	NA	NA	"4"	"REPUBLICAN"	70.2	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"55013"	3056	568	"3"	-390	11	956	"Wisconsin"	"Burnett County"	16524	17092	NA	NA	NA	NA	"6"	"REPUBLICAN"	63.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"47161"	2511	566	"4"	-241	-6	806	"Tennessee"	"Stewart County"	13656	14222	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37175"	1980	565	"2"	-808	88	1293	"North Carolina"	"Transylvania County"	32984	33549	NA	NA	NA	NA	"5"	"REPUBLICAN"	57	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"13241"	508	564	"3"	-396	60	902	"Georgia"	"Rabun County"	16878	17442	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"13293"	534	563	"2"	-526	-3	1050	"Georgia"	"Upson County"	27700	28263	NA	NA	NA	NA	"5"	"REPUBLICAN"	66.7	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"18183"	791	561	"2"	-13	17	562	"Indiana"	"Whitley County"	34181	34742	NA	NA	NA	NA	"3"	"REPUBLICAN"	73.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"30061"	1631	559	"12"	-129	8	689	"Montana"	"Mineral County"	4531	5090	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"37163"	1974	559	"1"	-174	305	402	"North Carolina"	"Sampson County"	59042	59601	NA	NA	NA	NA	"6"	"REPUBLICAN"	60.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
